1. YEAR,2. TRIFD,3. FRS ID,FACILITY_NAME,5. STREET ADDRESS,6. CITY,COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,LATITUDE,LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2024,90040WRGRC7237E,110000473844,GCP APPLIED TECHNOLOGIES INC,7237 EAST GAGE AVE,LOS ANGELES,LOS ANGELES,CA,90040,,,33.974450,-118.127460,,SAINT-GOBAIN CORP,879321644,SAINT-GOBAIN CORP,COMPAGNIE DE SAINT GOBAIN SA,275133692,COMPAGNIE DE SAINT GOBAIN SA,NO,325,Chemicals,,,,,,,325998,,,,,,1324222626121,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,2.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.520,0.000,0.000,2.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.520,,PRODUCTION,0.610
2024,90746STFFR20720,110000476208,ECO SERVICES OPERATIONS CORP,20720 S WILMINGTON AVE,CARSON,LOS ANGELES,CA,90746,,,33.843333,-118.232844,,ECOVYST CATALYST TECHNOLOGIES LLC,118206537,,NA,,NA,NO,325,Chemicals,,,,,,,325180,,,,,,1324222764641,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007647010,7647-01-0,152231,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,59.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.000,0.000,0.000,59.000,0.000,0.000,0.000,0.000,0.000,0.000,65543.000,0.000,65602.000,,PRODUCTION,0.950
2024,94553SHLLL3485P,110000483245,MARTINEZ REFINING CO LLC,3485 PACHECO BLVD,MARTINEZ,CONTRA COSTA,CA,94553,,,38.016594,-122.115392,,PBF ENERGY INC,078463170,PBF ENERGY INC,NA,,NA,NO,324,Petroleum,,,,,,,324110,424710,,,,,1324223190671,"2,4-Dimethylphenol",NO,0000105679,105-67-9,22970,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1.200,0.000,7300.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7301.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,7313.200,0.000,0.000,7323.000,12.000,0.000,0.000,0.000,0.000,0.000,39501.000,0.000,46836.000,,PRODUCTION,1.130
2024,9520WTSRLG33NAV,110060280672,TESORO - STOCKTON TERMINAL,3003 NAVY DRIVE,STOCKTON,SAN JOAQUIN,CA,95206,,,37.942247,-121.334689,,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324222946877,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.100,,PRODUCTION,0.770
2024,90723PRMNT14700,110000475940,AIR PRODUCTS MANUFACTURING LLC,14700 DOWNEY AVE,PARAMOUNT,LOS ANGELES,CA,90723,,,33.899538,-118.151410,,AIR PRODUCTS & CHEMICALS INC,003001070,AIR PRODUCTS & CHEMICALS INC,NA,,NA,NO,325,Chemicals,,,,,,,325199,,,,,,1324223055880,n-Hexane,NO,0000110543,110-54-3,26740,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,738.000,112.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,850.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.430,5.430,0.000,5.430,850.000,0.000,0.000,850.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.430,855.430,,PRODUCTION,1.010
2024,91746MCLNC420SO,110000477948,TEKNOR APEX CO,420 SO 6TH AVE,CITY OF INDUSTRY,LOS ANGELES,CA,91746,,,34.032590,-117.982950,,TEKNOR APEX CO,045367968,TEKNOR APEX CO,NA,,NA,NO,325,Chemicals,,,,,,,325991,,,,,,1324222441317,Diisononyl Phthalates (DINP),NO,N125,N125,524672476,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,9452WMLTRY41NRM,110064102297,MILITARY OCEAN TERMINAL CONCORD,410 NORMAN AVE,CONCORD,CONTRA COSTA,CA,94520,,,38.031380,-122.030530,,NA,,US DEPARTMENT OF DEFENSE,NA,,NA,YES,999,Other,,,,,,,928110,,,,,,1324222975183,Cyclohexane,NO,0000110827,110-82-7,27003,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,6.000,,ACTIVITY,1.000
2024,95206KNTSL331EM,110022861679,KENT'S OIL SERVICE INC.,3310 E MINER AVE,STOCKTON,SAN JOAQUIN,CA,95205,,,37.964900,-121.247280,,KNIFE RIVER CORP,NA,KNIFE RIVER CORP,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324222696938,Polycyclic aromatic compounds,NO,N590,N590,649749,YES,PBT,NO,Non_Metal,YES,YES,NO,R,Pounds,0.000,2.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.510,0.000,0.000,2.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.510,,PRODUCTION,1.000
2024,9002WNDSTR17SUT,110009556284,INDUSTRIAL SERVICE OIL CO,1700 SOUTH SOTO,LOS ANGELES,LOS ANGELES,CA,90023,,,34.018663,-118.220106,,CLEAN HARBORS INC,157793639,CLEAN HARBORS INC,NA,,NA,NO,562,Hazardous Waste,,,,,,,562211,,,,,,1324222931848,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,1.500,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,20.590,0.000,0.000,20.596,0.000,0.000,779.480,0.000,0.000,779.480,0.000,0.000,0.000,0.000,19.883,0.000,0.000,0.000,0.000,21.383,0.000,821.459,20.599,0.000,0.000,0.003,0.006,20.590,0.000,0.000,0.000,779.480,0.010,19.883,819.972,,PRODUCTION,0.800
2024,91730CLFRN9133C,110002647743,BLUESCOPE COATED PRODUCTS LLC,9123 CENTER AVE,RANCHO CUCAMONGA,SAN BERNARDINO,CA,91730,,,34.088079,-117.580270,,BLUESCOPE STEEL N.A. INC,754384121,,NA,,NA,NO,332,Fabricated Metals,,,,,,,332812,,,,,,1324223032881,"1,2,4-Trimethylbenzene",NO,0000095636,95-63-6,16261,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,1749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1749.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22390.000,0.000,0.000,22390.000,4767.000,0.000,0.000,0.000,0.000,4767.000,9940.600,0.000,9940.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,37097.600,24139.000,0.000,0.000,1749.000,0.000,22390.000,0.000,9940.600,0.000,4767.000,40789.000,0.000,79635.600,,PRODUCTION,1.070
2024,9208WBCHMM1271A,110012538833,BACHEM AMERICAS INC.,1271 AVENIDA CHELSEA,VISTA,SAN DIEGO,CA,92081,,,33.144540,-117.234351,,NA,,,BACHEM HOLDING AG,480579242,BACHEM HOLDING AG,NO,325,Chemicals,,,,,,,325412,,,,,,1324223205624,"N,N-Dimethylformamide",NO,0000068122,68-12-2,4416,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,928395.000,0.000,0.000,0.000,0.000,928395.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,928395.000,5.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,928395.000,0.000,0.000,928400.000,,PRODUCTION,1.730
2024,9176WPLRTC747EF,110060260211,HUDSON TECHNOLOGIES CO,747 E FRANCIS ST,ONTARIO,SAN BERNARDINO,CA,91761,,,34.041144,-117.640510,,HUDSON TECHNOLOGIES INC,133706304,HUDSON TECHNOLOGIES INC,NA,,NA,NO,325,Chemicals,,,,,,,325120,,,,,,1324222780126,"2-Chloro-1,1,1,2-tetrafluoroethane (HCFC-124)",NO,0002837890,2837-89-0,107920,NO,TRI,NO,Non_Metal,NO,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,91733MLTCH218ME,110000477742,URETHANE POLYMERS INTERNATIONAL,10880 POPLAR AVE,FONTANA,SAN BERNARDINO,CA,92337,,,34.057190,-117.462580,,GARLAND INDUSTRIES INC,066037409,GARLAND INDUSTRIES INC,NA,,NA,NO,325,Chemicals,,,,,,,325520,,,,,,1324223176532,"Toluene-2,4-diisocyanate",NO,0000584849,584-84-9,55939,YES,TRI,NO,Non_Metal,YES,NO,NO,A,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
2024,90748NCLLS1660W,110000476235,PHILLIPS 66 LOS ANGELES REFINERY WILMINGTON PLANT,1660 W ANAHEIM ST,WILMINGTON,LOS ANGELES,CA,90744,,,33.765027,-118.277561,,PHILLIPS 66,078423447,PHILLIPS 66 CO,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1324222806135,Hydrogen cyanide,NO,0000074908,74-90-8,5140,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.000,150000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,150000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,150000.000,0.000,0.000,150000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,150000.000,,PRODUCTION,1.010
2024,9028WHRBRT931GA,110041408651,HERBERT MALARKEY ROOFING CO,9301 GARFIELD AVE,SOUTH GATE,LOS ANGELES,CA,90280,,,33.946492,-118.165872,,HOLCIM PARTICIPATIONS (US),809622447,HOLCIM PARTICIPATIONS (US) INC,NA,,HOLCIM LTD,NO,324,Petroleum,,,,,,,324122,,,,,,1324222914590,Polycyclic aromatic compounds,NO,N590,N590,649749,YES,PBT,NO,Non_Metal,YES,YES,NO,R,Pounds,0.000,1.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.800,0.000,12.100,22.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.900,1.620,0.000,0.000,1.620,0.000,0.000,0.000,0.000,0.000,22.900,0.000,0.000,24.520,,PRODUCTION,1.060
2024,94533SHLND2461C,110000482843,UNIVAR SOLUTIONS USA,2461 CROCKER CIR,FAIRFIELD,SOLANO,CA,94533,,,38.274830,-121.983630,,UNIVAR SOLUTIONS LLC,102971785,,NA,,NA,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1324222990071,n-Hexane,NO,0000110543,110-54-3,26740,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,38.617,4.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,557.600,0.000,0.000,0.000,0.000,557.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,557.600,43.222,0.000,0.000,43.222,0.000,0.000,0.000,0.000,0.000,557.600,1499.909,0.000,2100.732,,PRODUCTION,0.860
2024,94553STFFR100MO,110000483263,ECO SERVICES OPERATIONS CORP.,100 MOCOCO RD,MARTINEZ,CONTRA COSTA,CA,94553,,,38.034722,-122.112778,,ECOVYST CATALYST TECHNOLOGIES LLC,118206537,,NA,,NA,NO,325,Chemicals,,,,,,,325180,,,,,,1324222735906,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1905.000,1438.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3343.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3343.000,0.000,0.000,3343.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3343.000,,ACTIVITY,0.870
2024,90813RBSTT145WP,110024546204,RIBOST TERMINAL LLC DBA WORLD OIL TERMINALS - LONG BEACH,1405 W PIER C ST,LONG BEACH,LOS ANGELES,CA,90813,,,33.773980,-118.210779,,WORLD OIL CORP,072937436,WORLD OIL CORP,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1324222884658,"Benzo[g,h,i]perylene",NO,0000191242,191-24-2,40576,YES,PBT,NO,Non_Metal,NO,YES,NO,R,Pounds,0.011,0.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.263,0.000,3.200,3.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.200,0.000,3.200,0.263,0.000,0.000,0.263,0.000,0.000,0.000,0.000,0.000,0.000,0.446,3.200,3.909,,PRODUCTION,0.950
2024,92009JCSCH1969P,110000478509,VERSUM MATERIALS US LLC,1969 PALOMAR OAKS WAY,CARLSBAD,SAN DIEGO,CA,92011,,,33.119150,-117.283440,,EMD GROUP HOLDING INC.,963709014,,MERCK LP ON SHARES,963709014,,NO,325,Chemicals,,,,,,,325998,,,,,,1324222971552,"1,2-Dichloroethylene",NO,0000540590,540-59-0,51904,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10800.000,0.000,0.000,10800.000,0.000,0.000,0.000,0.000,200.000,0.000,0.000,0.000,0.000,200.000,0.000,11000.000,12.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,10800.000,0.000,200.000,11012.000,,PRODUCTION,1.200
2024,92138NTNLSHARBO,110014337413,GENERAL DYNAMICS (NASSCO),2798 HARBOR DR,SAN DIEGO,SAN DIEGO,CA,92113,,,32.691090,-117.133700,,GENERAL DYNAMICS CORP,009158932,GENERAL DYNAMICS CORP,NA,,NA,NO,336,Transportation Equipment,,,,,,,336611,,,,,,1324223067238,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,45000.000,2800.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,47800.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,1900.000,1900.000,1.000,13000.000,13000.000,0.000,4932.000,0.000,36.000,0.000,0.000,4968.000,0.000,19876.000,47807.000,0.000,0.000,48000.000,0.000,7.000,0.000,13000.000,0.000,1900.000,95000.000,5000.000,162907.000,,PRODUCTION,0.900
2024,93701PRDCR250EB,110000482157,PRODUCERS DAIRY FOODS INC.,250 E BELMONT AVE,FRESNO,FRESNO,CA,93701,,,36.749512,-119.810138,,SHEHADY FAMILY FOODS LLC,118811222,,NA,,NA,NO,311,Food,,,,,,,311511,,,,,,1324222752255,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6260.520,56344.680,62605.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6260.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56344.680,0.000,62605.200,6260.520,0.000,0.000,0.000,0.000,6260.520,0.000,0.000,0.000,0.000,0.000,56344.680,62605.200,,PRODUCTION,1.000
2024,91311LCTRD20640,110002141940,ELECTRO ADAPTER INC,20640 NORDHOFF ST,CHATSWORTH,LOS ANGELES,CA,91311,507,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California",34.233740,-118.581990,,NA,,NA,NA,,,NO,332,Fabricated Metals,,,,,,,332813,,,,,,1324222466361,Lead,NO,0007439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
2024,90670PGPND13429,110002421264,HERAEUS PRECIOUS METALS NA LLC,13429 ALONDRA BLVD,SANTA FE SPRINGS,LOS ANGELES,CA,90670,,,33.887940,-118.045590,,HERAEUS INC,001264563,HERAEUS INC,NA,,,NO,331,Primary Metals,,,,,,,331492,,,,,,1324222547984,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007664939,7664-93-9,152405,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0.100,20.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.800,0.000,0.000,20.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.800,,ACTIVITY,0.710
