FACILITY_NAME,COUNTY,LATITUDE,LONGITUDE,Distance_to_Water_m,Risk_Category
MODERN CUSTOM FABRICATION INC,FRESNO,36.70527,-119.730623,1511.0513034798275,Low Risk (>500m)
EXCELSIOR INC.,FRESNO,36.774183,-119.685539,1031.6741777047991,Low Risk (>500m)
PHILLIPS 66 LOS ANGELES REFINERY MARINE TERMINAL,LOS ANGELES,33.754914,-118.270655,2740.22156912866,Low Risk (>500m)
DESIGNED METAL CONNECTIONS,LOS ANGELES,33.89906,-118.28305,3189.210665070455,Low Risk (>500m)
PHILLIPS 66 LOS ANGELES TERMINAL,LOS ANGELES,33.90916,-118.27841,2770.356181653555,Low Risk (>500m)
J.G. BOSWELL CO - KINGS TOMATO,KINGS,36.066559,-119.571981,1891.9479518703001,Low Risk (>500m)
TESLA INC.,ALAMEDA,37.469273,-121.928566,945.1587145815829,Low Risk (>500m)
BLUESCOPE COATED PRODUCTS LLC,SAN BERNARDINO,34.088079,-117.58027,198.5065461002771,Medium Risk (101-500m)
THE GILL CORP,LOS ANGELES,34.08291,-118.06062,420.23124076805,Medium Risk (101-500m)
TESORO HATHAWAY TERMINAL,LOS ANGELES,33.79961,-118.155711,4628.191946774411,Low Risk (>500m)
US PIPE & FOUNDRY CO LLC,ALAMEDA,37.60599,-122.04237,1234.3756787883417,Low Risk (>500m)
CLEAN HARBORS BUTTONWILLOW LLC,KERN,35.401811,-119.612789,2016.028722336853,Low Risk (>500m)
TESORO MARINE TERMINAL 2,LOS ANGELES,33.777711,-118.209574,388.3846697210688,Medium Risk (101-500m)
CP KELCO,SAN DIEGO,32.696772,-117.145403,1864.5253938752169,Low Risk (>500m)
U.S. NAVAL BASE SAN DIEGO,SAN DIEGO,32.57243,-117.06889,1937.8201679872407,Low Risk (>500m)
LINDE INC,SAN BERNARDINO,34.06354,-117.52929,1160.4902010233443,Low Risk (>500m)
ULTRAMAR INC WILMINGTON REFINERY,LOS ANGELES,33.780556,-118.235833,202.59590040285778,Medium Risk (101-500m)
PCC STRUCTURALS-SAN LEANDRO,ALAMEDA,37.7226,-122.19254,729.3282752124582,Low Risk (>500m)
POLYPEPTIDE LABORATORIES SAN DIEGO,SAN DIEGO,32.89236,-117.14404,4097.440641344936,Low Risk (>500m)
AMPAC FINE CHEMICALS LLC,SACRAMENTO,38.614167,-121.215869,354.7104112477783,Medium Risk (101-500m)
SIERRA BUILDING PRODUCTS,SAN BERNARDINO,34.05888,-117.46256,21.995297967679658,High Risk (<100m)
AIR LIQUIDE LARGE INDUSTRIES U.S. LP - EL SEGUNDO,LOS ANGELES,33.905833,-118.401944,6404.517489658131,Low Risk (>500m)
AMPAC FINE CHEMICALS LLC,SACRAMENTO,38.614167,-121.215869,354.7104112477783,Medium Risk (101-500m)
CHEVRON RICHMOND TECHNOLOGY CENTER,CONTRA COSTA,37.93047,-122.38944,2458.9599075324386,Low Risk (>500m)
WESTLAKE ROYAL ROOFING - CORONA,RIVERSIDE,33.88586,-117.57733,833.9422764436232,Low Risk (>500m)
ARLON EMD,SAN BERNARDINO,34.08177,-117.54414,241.51205223562417,Medium Risk (101-500m)
AIR LIQUIDE LARGE INDUSTRIES U.S. LP - EL SEGUNDO,LOS ANGELES,33.905833,-118.401944,6404.517489658131,Low Risk (>500m)
SOLVAY USA INC,LOS ANGELES,33.843611,-118.216389,753.9789031565891,Low Risk (>500m)
TESLA INC,SAN JOAQUIN,37.799757,-121.296384,1142.967061224614,Low Risk (>500m)
TST INC.  DBA TIMCO DBA TANDE M INDUSTRIES,SAN BERNARDINO,34.044083,-117.521861,1858.2054233325362,Low Risk (>500m)
CALIFORNIA DAIRIES INC VISALIA,TULARE,36.34223,-119.39454,865.8080167199151,Low Risk (>500m)
CCI INC.,LOS ANGELES,34.10242,-117.80011,1169.3177278086932,Low Risk (>500m)
PACIFIC STAR CHEMICAL LLC D.B.A. NORTHSTAR CHEMICAL,STANISLAUS,37.62339,-120.9111,1587.2185449002113,Low Risk (>500m)
BALTIMORE AIRCOIL CO,MADERA,37.06832,-120.02947,48.244681258154685,High Risk (<100m)
STEWART FILMSCREEN CORP,LOS ANGELES,33.81243,-118.2961,4356.819279567176,Low Risk (>500m)
CUSTOM ALLOY SALES INC.,LOS ANGELES,34.057,-117.988,590.35162971495,Low Risk (>500m)
CHEVRON PRODUCTS CO. DIV OF CHEVRON USA INC.,LOS ANGELES,33.916311,-118.427343,5710.475446576944,Low Risk (>500m)
MILITARY OCEAN TERMINAL CONCORD,CONTRA COSTA,38.03138,-122.03053,75.68902535806932,High Risk (<100m)
PENTAGON TECHNOLOGIES INC,ALAMEDA,37.652663,-122.131171,823.0991693556988,Low Risk (>500m)
EVONIK CORP,LOS ANGELES,34.01272,-118.21293,620.160297791561,Low Risk (>500m)
PTM & W INDUSTRIES INC.,LOS ANGELES,33.937565,-118.05138,1049.483488527462,Low Risk (>500m)
VALERO REFINING CO-CALI FORNIA BENICIA REFINERY,SOLANO,38.074434,-122.144397,755.9604036794849,Low Risk (>500m)
EQUILON MORMON ISLAND TERMINAL,LOS ANGELES,33.760449,-118.262176,1749.4453485426802,Low Risk (>500m)
U.S ARMY SIERRA ARMY DEPOT,LASSEN,40.135675,-120.16941,1490.4259295269896,Low Risk (>500m)
ARLON GRAPHICS LLC,ORANGE,33.86553,-117.873,467.9733736842264,Medium Risk (101-500m)
KAWNEER CO INC,TULARE,36.34601,-119.37083,1307.6304224675814,Low Risk (>500m)
CALPORTLAND CO MOJAVE PLANT,KERN,35.03103,-118.31927,1326.0342650203172,Low Risk (>500m)
AIR LIQUIDE LARGE INDUSTRIES U.S. LP - EL SEGUNDO,LOS ANGELES,33.905833,-118.401944,6404.517489658131,Low Risk (>500m)
TESLA INC.,ALAMEDA,37.469273,-121.928566,945.1587145815829,Low Risk (>500m)
MARTINEZ REFINING CO LLC,CONTRA COSTA,38.016594,-122.115392,1021.6945087771685,Low Risk (>500m)
CALIFORNIA DAIRIES INC TURLOCK,STANISLAUS,37.49033,-120.88539,1113.2483856015672,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
FOSTER FARMS TRAVER FEEDMILL,TULARE,36.444519,-119.481098,4724.320772757127,Low Risk (>500m)
CEMEX REDLANDS PLANT,SAN BERNARDINO,34.10212,-117.2086,66.37331526774751,High Risk (<100m)
BRENNTAG PACIFIC INC,LOS ANGELES,33.937333,-118.060278,1628.972704810393,Low Risk (>500m)
CALIFORNIA DAIRIES INC LOS BANOS,MERCED,37.0569,-120.84012,3743.049993178519,Low Risk (>500m)
CHEVRON PRODUCTS CO RICHMOND REFINERY,CONTRA COSTA,37.938779,-122.396453,1721.6142148528543,Low Risk (>500m)
ALLOYS CLEANING INC,LOS ANGELES,33.98189,-118.23692,3460.1767463635324,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
RYVEC INC,ORANGE,33.81359,-117.90473,2586.2574687230426,Low Risk (>500m)
PHILLIPS 66 RICHMOND TERMINAL,CONTRA COSTA,37.909769,-122.366199,5034.2623613748965,Low Risk (>500m)
CEMEX TRACY,SAN JOAQUIN,37.678668,-121.43442,19.52184404303736,High Risk (<100m)
BRENNTAG PACIFIC INC.,CONTRA COSTA,37.920545,-122.373468,3707.805335837652,Low Risk (>500m)
CLEAN HARBORS BUTTONWILLOW LLC,KERN,35.401811,-119.612789,2016.028722336853,Low Risk (>500m)
GKN AEROSPACE CHEM-TRONICS INC,SAN DIEGO,32.816944,-116.977222,122.00573910043707,Medium Risk (101-500m)
CHEVRON HUNTINGTON BEACH TERMINAL,ORANGE,33.70268,-117.9999,3026.596293991889,Low Risk (>500m)
TESORO MARINE TERMINAL 2,LOS ANGELES,33.777711,-118.209574,388.3846697210688,Medium Risk (101-500m)
ENGINEERED POLYMER SOLUTIONS INC,LOS ANGELES,33.987111,-118.165944,512.3546529145447,Low Risk (>500m)
TRICOR REFINING LLC,KERN,35.41916,-119.01273,329.9780108085061,Medium Risk (101-500m)
HUGHES BROS AIRCRAFTERS INC,LOS ANGELES,33.92819,-118.16963,620.4385528985931,Low Risk (>500m)
3M CO - CORONA,RIVERSIDE,33.84688,-117.51174,50.84830279419727,High Risk (<100m)
EVONIK CORP,LOS ANGELES,34.01272,-118.21293,620.160297791561,Low Risk (>500m)
CATALINA UTILITIES CENTER,LOS ANGELES,33.33443,-118.31307,46475.44217277966,Low Risk (>500m)
EQUINOX GOLD CORP CASTLE MOUNTAIN VENTURE CASTLE MOUNTAIN,SAN BERNARDINO,35.333839,-115.123263,6645.888867635526,Low Risk (>500m)
WILBUR ELLIS CO LLC RIO LINDA HUB,SACRAMENTO,38.687616,-121.481469,305.37436162959676,Medium Risk (101-500m)
VALERO REFINING CO-CALI FORNIA BENICIA REFINERY,SOLANO,38.074434,-122.144397,755.9604036794849,Low Risk (>500m)
UNIVAR SOLUTIONS USA,SOLANO,38.27483,-121.98363,1733.8916252945837,Low Risk (>500m)
OLYMPUS TERMINALS LLC,LOS ANGELES,33.751629,-118.208842,1213.3044248136573,Low Risk (>500m)
CHEVRON RICHMOND TECHNOLOGY CENTER,CONTRA COSTA,37.93047,-122.38944,2458.9599075324386,Low Risk (>500m)
PHILLIPS 66 LOS ANGELES REFINERY CARSON PLANT,LOS ANGELES,33.808333,-118.245833,1088.3033078561125,Low Risk (>500m)
ANHEUSER-BUSCH LLC,LOS ANGELES,34.22132,-118.48044,1675.7400184381065,Low Risk (>500m)
PHENOMENEX INC,LOS ANGELES,33.84443,-118.32466,3278.550977536298,Low Risk (>500m)
FONTANA WOOD TREATING,SAN BERNARDINO,34.10152,-117.46899,2530.585506046709,Low Risk (>500m)
AIR PRODUCTS WEST COAST HYDROGEN - HP-2,CONTRA COSTA,38.019745,-122.116973,1362.4525660767272,Low Risk (>500m)
CHEVRON PRODUCTS CO. DIV OF CHEVRON USA INC.,LOS ANGELES,33.916311,-118.427343,5710.475446576944,Low Risk (>500m)
TRICOR REFINING LLC,KERN,35.41916,-119.01273,329.9780108085061,Medium Risk (101-500m)
CALPORTLAND CO - HANFORD READY MIX,KINGS,36.3135,-119.59773,4502.468529433545,Low Risk (>500m)
CLOROX MANUFACTURING CO,SOLANO,38.28048,-121.970959,1905.8325957959596,Low Risk (>500m)
ENGINEERED POLYMER SOLUTIONS INC,LOS ANGELES,33.987111,-118.165944,512.3546529145447,Low Risk (>500m)
SPECTRUM LABORATORY PRODUCTS INC.,LOS ANGELES,33.90014,-118.26859,2273.309780867152,Low Risk (>500m)
STEELSCAPE LLC,SAN BERNARDINO,34.099078,-117.559535,990.6406219262793,Low Risk (>500m)
CHAMPIONX-BAKERSFIELD,KERN,35.31312,-119.07386,319.1607177016819,Medium Risk (101-500m)
QUANTUMSCAPE - BUILDING 2,SANTA CLARA,37.39096,-121.88382,1647.1469351134194,Low Risk (>500m)
SANMINA-PLANT # 1,SANTA CLARA,37.391707,-121.906924,290.7233061740071,Medium Risk (101-500m)
BRASSTECH INC.,ORANGE,33.70505,-117.86393,2048.6412271799154,Low Risk (>500m)
ARCADIA INC.,LOS ANGELES,34.01445,-118.20909,844.1015083194246,Low Risk (>500m)
HOLLIDAY ROCK-PALMDALE,LOS ANGELES,34.51682,-117.95568,606.3348496672945,Low Risk (>500m)
AMVAC CHEMICAL CORP,LOS ANGELES,34.009444,-118.188056,1015.1723555681278,Low Risk (>500m)
EVONIK CORP,LOS ANGELES,34.01272,-118.21293,620.160297791561,Low Risk (>500m)
ALLOY DIE CASTING CO,ORANGE,33.86483,-118.01859,188.636004574174,Medium Risk (101-500m)
CHEVRON PRODUCTS CO RICHMOND REFINERY,CONTRA COSTA,37.938779,-122.396453,1721.6142148528543,Low Risk (>500m)
CEMEX LOS ANGELES PLANT,LOS ANGELES,34.06621,-118.22276,206.67590527053295,Medium Risk (101-500m)
NATVAR,LOS ANGELES,33.999964,-117.877875,13.957075263035104,High Risk (<100m)
TROPICANA PRODUCTS INC,LOS ANGELES,34.037778,-117.976111,1025.0822129429537,Low Risk (>500m)
BALL METAL BEVERAGE CONTAINER CORP,SOLANO,38.27793,-121.97399,1975.894924747266,Low Risk (>500m)
SORENSON ENGINEERING INC.,SAN BERNARDINO,34.02312,-117.10585,946.8038394758106,Low Risk (>500m)
STABOND CORP,LOS ANGELES,33.90555,-118.307868,1663.7481119023919,Low Risk (>500m)
AIRGAS SPECIALTY PRODUCTS - HANFORD CA,KINGS,36.282952,-119.649919,5221.970727690468,Low Risk (>500m)
CALIFORNIA DAIRIES INC FRESNO,FRESNO,36.72757,-119.79175,2061.6912361487052,Low Risk (>500m)
TORRANCE REFINING CO LLC,LOS ANGELES,33.85828,-118.3369,2566.207435112675,Low Risk (>500m)
CHEVRON PRODUCTS CO RICHMOND REFINERY,CONTRA COSTA,37.938779,-122.396453,1721.6142148528543,Low Risk (>500m)
INEOS COMPOSITES US LLC,LOS ANGELES,33.983333,-118.133333,1609.2076389652452,Low Risk (>500m)
MARTINEZ REFINING CO LLC,CONTRA COSTA,38.016594,-122.115392,1021.6945087771685,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
TESORO - STOCKTON TERMINAL,SAN JOAQUIN,37.942247,-121.334689,410.6881665006122,Medium Risk (101-500m)
USAF PLANT 42 SITE 4 NORTHROP GRUMMAN SYSTEMS CORP,LOS ANGELES,34.645894,-118.068556,4536.979725164479,Low Risk (>500m)
GOLDEN QUEEN MINING CO LLC,KERN,34.99646,-118.18322,6904.859656629865,Low Risk (>500m)
SAPUTO CHEESE USA INC.,TULARE,36.1821,-119.33512,1983.0001558432318,Low Risk (>500m)
HAWKER PACIFIC AEROSPACE,LOS ANGELES,34.20119,-118.37631,3069.191323903639,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
FUJIFILM ELECTRONIC MATERIALS USA INC.,SAN BENITO,36.89171,-121.39719,326.7073505400403,Medium Risk (101-500m)
POM WONDERFUL,FRESNO,36.658356,-119.590414,716.4351564372732,Low Risk (>500m)
SILGAN CONTAINER MANUFACTURING CORP.,STANISLAUS,37.73271,-120.936945,834.2371123085302,Low Risk (>500m)
SUMMIT INTERCONNECT INC,ORANGE,33.83463,-117.94734,792.5384779991218,Low Risk (>500m)
BRENNTAG PACIFIC INC,LOS ANGELES,33.937333,-118.060278,1628.972704810393,Low Risk (>500m)
CHEMICAL WASTE MANAGEMENT INC,KINGS,36.037162,-120.003519,422.3784900843366,Medium Risk (101-500m)
FXI INC. - ORANGE,ORANGE,33.82116,-117.86208,558.5898975950673,Low Risk (>500m)
US MARINE CORPS MCB CAMP PENDLETON,SAN DIEGO,33.30666,-117.3408,556.0704461322956,Low Risk (>500m)
TAFT MANUFACTURING LLC,KERN,35.1444,-119.23903,1485.5197732809804,Low Risk (>500m)
DFA DAIRY BRANDS FLUID LLC DBA ALTA DENA CERTIFIED DAIRY,LOS ANGELES,33.996865,-117.915083,857.0572486822626,Low Risk (>500m)
VALERO REFINING CO-CALI FORNIA BENICIA REFINERY,SOLANO,38.074434,-122.144397,755.9604036794849,Low Risk (>500m)
MARTINEZ REFINING CO LLC,CONTRA COSTA,38.016594,-122.115392,1021.6945087771685,Low Risk (>500m)
OLYMPUS TERMINALS LLC,LOS ANGELES,33.751629,-118.208842,1213.3044248136573,Low Risk (>500m)
GOLDEN QUEEN MINING CO LLC,KERN,34.99646,-118.18322,6904.859656629865,Low Risk (>500m)
TRANSENE CO OAKLAND,ALAMEDA,37.763274,-122.205226,846.7248473641248,Low Risk (>500m)
THE JANKOVICH CO PARAMOUNT FIXED FACILITY,LOS ANGELES,33.90574,-118.16889,1023.1335635264246,Low Risk (>500m)
EQUILON MORMON ISLAND TERMINAL,LOS ANGELES,33.760449,-118.262176,1749.4453485426802,Low Risk (>500m)
BRENNTAG PACIFIC INC,LOS ANGELES,33.937333,-118.060278,1628.972704810393,Low Risk (>500m)
TTM TECHNOLOGIES,SANTA CLARA,37.30276,-121.87427,587.3113583474993,Low Risk (>500m)
CHEVRON PRODUCTS CO RICHMOND REFINERY,CONTRA COSTA,37.938779,-122.396453,1721.6142148528543,Low Risk (>500m)
US ECOLOGY VERNON INC.,LOS ANGELES,33.994033,-118.215406,1447.4431834529357,Low Risk (>500m)
IONIS PHARMACEUTICALS INC.,SAN DIEGO,33.13443,-117.27752,961.2447395881694,Low Risk (>500m)
"MARQUEZ BROTHERS INTERNATIONAL, INC- DAIRY & WHEY PLANT",KINGS,36.32347,-119.653443,5435.185828297091,Low Risk (>500m)
TITAN TERMINAL &  TRANSPORT,LOS ANGELES,33.95735,-118.18782,1464.7945738818257,Low Risk (>500m)
HOLCIM SOLUTIONS & PRODUCTS US LLC,ORANGE,33.78446,-118.00582,775.0357909520983,Low Risk (>500m)
ACTUS NUTRITION - VISALIA,TULARE,36.33636,-119.31209,620.7879582833868,Low Risk (>500m)
CHEMICAL WASTE MANAGEMENT INC,KINGS,36.037162,-120.003519,422.3784900843366,Medium Risk (101-500m)
ECO SERVICES OPERATIONS CORP,LOS ANGELES,33.843333,-118.232844,2143.147248733385,Low Risk (>500m)
AMREP MANUFACTURING CO LLC,SAN BERNARDINO,34.045767,-117.631608,2922.245949044377,Low Risk (>500m)
CARLTON FORGE WORKS,LOS ANGELES,33.89479,-118.16474,1905.321106744637,Low Risk (>500m)
MILES CHEMICAL CO INC.,LOS ANGELES,34.23814,-118.41218,544.5081497546911,Low Risk (>500m)
POLYCOAT PRODUCTS,LOS ANGELES,33.90558,-118.046637,458.9133334297409,Medium Risk (101-500m)
OKONITE CO INC,SANTA BARBARA,34.90602,-120.45306,3488.18279479798,Low Risk (>500m)
GOODWIN CO.,ORANGE,33.783,-118.0058,646.5768836730034,Low Risk (>500m)
BLUESCOPE COATED PRODUCTS LLC,SAN BERNARDINO,34.088079,-117.58027,198.5065461002771,Medium Risk (101-500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
CHEMICAL WASTE MANAGEMENT INC,KINGS,36.037162,-120.003519,422.3784900843366,Medium Risk (101-500m)
STATE READY MIX INC,VENTURA,34.273251,-119.134147,583.9679929369175,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
AMREP MANUFACTURING CO LLC,SAN BERNARDINO,34.045767,-117.631608,2922.245949044377,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,CONTRA COSTA,38.047952,-122.256895,1363.435080928728,Low Risk (>500m)
US DOD NAS LEMOORE (INSTALLATION),KINGS,36.26475,-119.8712,1024.6521547478221,Low Risk (>500m)
LAIRD COATINGS CORP,ORANGE,33.735151,-118.030738,554.4070552778057,Low Risk (>500m)
CONFLUENT MEDICAL TECHNOLOGIES,ALAMEDA,37.480125,-121.926301,79.12397849567759,High Risk (<100m)
HOLLIDAY ROCK CO. INC. - COLTON CONCRETE,SAN BERNARDINO,34.0559,-117.368329,1265.6199438679027,Low Risk (>500m)
SHERWIN-WILLIAMS CO,SAN BERNARDINO,34.474673,-117.282911,2662.013196711104,Low Risk (>500m)
CHEVRON PRODUCTS CO RICHMOND REFINERY,CONTRA COSTA,37.938779,-122.396453,1721.6142148528543,Low Risk (>500m)
HUCK INTERNATIONAL INC,LOS ANGELES,33.82014,-118.25893,1171.1786485040534,Low Risk (>500m)
SOLVAY USA INC,LOS ANGELES,33.843611,-118.216389,753.9789031565891,Low Risk (>500m)
QUAKER CITY PLATING & SILVERSMITH LTD,LOS ANGELES,33.96973,-118.06159,672.4899097936944,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
NICK BARBIERI TRUCKING LLC,LOS ANGELES,34.05951,-117.74326,2068.3149967001727,Low Risk (>500m)
HOOVER TREATED WOOD PRODUCTS INC.,KERN,35.31305,-119.06514,317.53868924051295,Medium Risk (101-500m)
AXALTA COATINGS SYSTEMS USA LLC,SACRAMENTO,38.529505,-121.399038,1536.9703647357842,Low Risk (>500m)
SHELL CATALYSTS & TECHNOLOGIES - PITTSBURG,CONTRA COSTA,38.028333,-121.943056,625.4770049407316,Low Risk (>500m)
ASPHALT PRODUCTS OIL CORP,LOS ANGELES,33.861718,-118.159903,3128.4334160868675,Low Risk (>500m)
FRITO LAY INC.,STANISLAUS,37.6312,-120.9231,2248.4546089601627,Low Risk (>500m)
FOSTER FARMS COLLIER COMPLEX,MERCED,37.40992,-120.74582,1149.2730599672543,Low Risk (>500m)
BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,KERN,35.3825,-119.070556,302.2580748199953,Medium Risk (101-500m)
UNIVAR SOLUTIONS USA INC.,LOS ANGELES,33.9925,-118.133056,1884.4262544346036,Low Risk (>500m)
CALSTONE SAN MARTIN-OLDCASTLE APG,SANTA CLARA,37.09191,-121.61021,294.38360448219964,Medium Risk (101-500m)
INFINERA CORP,SANTA CLARA,37.4142,-122.02168,138.99365693803603,Medium Risk (101-500m)
ULTRAMAR INC WILMINGTON REFINERY,LOS ANGELES,33.780556,-118.235833,202.59590040285778,Medium Risk (101-500m)
ENVIRO TECH CHEMICAL SERVICES INC.,STANISLAUS,37.60534,-120.98805,4589.284910160408,Low Risk (>500m)
ALLFAST FASTENING SYSTEMS LLC,LOS ANGELES,34.02141,-117.96943,156.35271273291318,Medium Risk (101-500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
WESTERN EMULSIONS IRWINDALE PLANT,LOS ANGELES,34.11212,-117.99784,476.61084979279707,Medium Risk (101-500m)
BJB ENTERPRISES INC,ORANGE,33.71458,-117.81104,1156.5758992982583,Low Risk (>500m)
INNOVATIVE COATING TECHNOLOGY INC,KERN,35.050444,-118.156344,5596.707829705085,Low Risk (>500m)
ROHM & HAAS CHEMICALS LLC,ALAMEDA,37.628889,-122.127222,1154.0052969705705,Low Risk (>500m)
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,LOS ANGELES,33.815889,-118.243953,430.85042322614134,Medium Risk (101-500m)
STEELSCAPE LLC,SAN BERNARDINO,34.099078,-117.559535,990.6406219262793,Low Risk (>500m)
PROMEGA CORP,SAN LUIS OBISPO,35.25113,-120.66619,470.47146420963225,Medium Risk (101-500m)
TEHACHAPI CEMENT LLC,KERN,35.121068,-118.367569,4099.868347148041,Low Risk (>500m)
US NAVAL SUBMARINE BASE SAN DIEGO,SAN DIEGO,32.686011,-117.239742,8601.93634981608,Low Risk (>500m)
MARTINEZ REFINING CO LLC,CONTRA COSTA,38.016594,-122.115392,1021.6945087771685,Low Risk (>500m)
PINNACLE PREMIX,TULARE,36.351029,-119.367943,1900.4713101830948,Low Risk (>500m)
COAST SOUTHWEST SURFACTANTS LLC,SAN LUIS OBISPO,35.67573,-120.63781,1999.8616256190974,Low Risk (>500m)
LOCKHEED MARTIN AERONAUTICS CO,LOS ANGELES,34.60263,-118.116485,2331.507455121888,Low Risk (>500m)
OLDCASTLE PRECAST INC,SAN JOAQUIN,37.930483,-121.232919,54.83597698311411,High Risk (<100m)
VALMONT COATINGS CALWEST GALVANIZING,LOS ANGELES,33.83921,-118.23028,2021.0757700900883,Low Risk (>500m)
US BORAX INC.,LOS ANGELES,33.75687,-118.26559,2256.935423911869,Low Risk (>500m)
CUSTOM BUILDING PRODUCTS INC.,LOS ANGELES,33.979149,-118.204332,2600.122828409678,Low Risk (>500m)
CHEMICAL WASTE MANAGEMENT INC,KINGS,36.037162,-120.003519,422.3784900843366,Medium Risk (101-500m)
HEXPOL LONG BEACH,LOS ANGELES,33.881,-118.16283,2413.999444737347,Low Risk (>500m)
BAKERSFIELD RENEWABLE FUELS LLC - AREAS 1 & 2,KERN,35.3825,-119.070556,302.2580748199953,Medium Risk (101-500m)
GREENHECK FAN CORP - ROCKLIN CALIFORNIA,PLACER,38.822788,-121.301589,1660.755538971044,Low Risk (>500m)
HERAEUS PRECIOUS METALS NA LLC,LOS ANGELES,33.88794,-118.04559,1156.2090967953784,Low Risk (>500m)
OLYMPUS TERMINALS LLC,LOS ANGELES,33.751629,-118.208842,1213.3044248136573,Low Risk (>500m)
CLEAN HARBORS BUTTONWILLOW LLC,KERN,35.401811,-119.612789,2016.028722336853,Low Risk (>500m)
STEELSCAPE LLC,SAN BERNARDINO,34.099078,-117.559535,990.6406219262793,Low Risk (>500m)
KERR DENTAL MATERIALS CENTER,ORANGE,33.80244,-117.87104,468.1397377470029,Medium Risk (101-500m)
CEMEX SANTA BARBARA PLANT,SANTA BARBARA,34.74118,-120.53786,3922.122046237878,Low Risk (>500m)
INGOMAR PACKING,MERCED,37.07479,-120.877445,58.08338681741067,High Risk (<100m)
ROHM & HAAS CHEMICALS LLC,ALAMEDA,37.628889,-122.127222,1154.0052969705705,Low Risk (>500m)
CARLTON FORGE WORKS,LOS ANGELES,33.89479,-118.16474,1905.321106744637,Low Risk (>500m)
A.G. LAYNE INC.,LOS ANGELES,34.14683,-118.27534,256.03575848431956,Medium Risk (101-500m)
ECOLAB INC,LOS ANGELES,33.99715,-117.903052,542.7462470721413,Low Risk (>500m)
ACTIVE MAGNETIC INSPECTION INC.,LOS ANGELES,34.23923,-118.392765,747.725069528718,Low Risk (>500m)
FOSTER FARMS TRAVER FEEDMILL,TULARE,36.444519,-119.481098,4724.320772757127,Low Risk (>500m)
SPS TECHNOLOGIES LLC DBA PB FASTENERS,LOS ANGELES,33.91264,-118.30699,1737.0169589676314,Low Risk (>500m)
WESTLAKE ROYAL ROOFING - RIALTO,SAN BERNARDINO,34.15935,-117.40462,1332.360614796701,Low Risk (>500m)
CORTEVA AGRISCIENCE LLC,CONTRA COSTA,38.023129,-121.855352,957.8529212585684,Low Risk (>500m)
CEMEX MISSION VALLEY PLANT,SAN DIEGO,32.779865,-117.139961,677.0906233742389,Low Risk (>500m)
UNIVAR SOLUTIONS USA INC.,LOS ANGELES,33.9925,-118.133056,1884.4262544346036,Low Risk (>500m)
AERC RECYCLING SOLUTIONS,ALAMEDA,37.61801,-122.0548,1503.7575011522338,Low Risk (>500m)
THE JANKOVICH CO SAN PEDRO FIXED FACILITY,LOS ANGELES,33.727846,-118.274206,5421.70081515075,Low Risk (>500m)
CMC REBAR TRACY,SAN JOAQUIN,37.76504,-121.42689,1082.7758738401405,Low Risk (>500m)
CLEAN HARBORS BUTTONWILLOW LLC,KERN,35.401811,-119.612789,2016.028722336853,Low Risk (>500m)
CHEVRON PRODUCTS CO RICHMOND REFINERY,CONTRA COSTA,37.938779,-122.396453,1721.6142148528543,Low Risk (>500m)
CLOVER STORNETTA FARMS INC,SONOMA,38.23995,-122.63949,66.46834155065937,High Risk (<100m)
WESTLAKE ROYAL STONE LLC - NAPA,NAPA,38.21154,-122.26193,228.15972434775696,Medium Risk (101-500m)
PINNACLE PREMIX,TULARE,36.351029,-119.367943,1900.4713101830948,Low Risk (>500m)
MILLER CASTINGS INC.,LOS ANGELES,34.02953,-118.0394,388.75273060445636,Medium Risk (101-500m)
